ID,Noms
GiovanniPaoloLomazzo,"Jean-Paul Lomasse Milanois,cet incomparable Ouvrier,IOANNEM PAVLVM LOMATIVM,GIOVANNI PAOLO LOMAZZO,Giovanni Paolo Lomazzo,Giovan Paulo Lomazzo,JOANNIS PAULI LOMASI,Gio. Paolo Lomazzi,GIO. PAOLO LOMAZZO,Gio. Paolo Lomazzo,JEAN PAUL LOMASSE,Jean Paul Lomasse,IO. PAVLI HOMATII,Jean Pol Lomasse,Paolo Lomazzo,Paul Lommazzo,Paul Lomazzo,Paul Lomasse,leur Maistre,mon Autheur,son Autheur,P. Lomazzo,l'Autheur,LOMASSE,Lomazzo,Lomasso,Lomasse,Lomazzi,Lomati,Paul"
GiovanniPietroBellori,"Piétre Bellori,Pietre Bellori,Ballori"
GiovanniPietroGnocchi,Pietro Gnocco
GiovanniPisano,"Jean de Pise,Ce Sculteur,Jean Pisan"
GiovanniSalviati,"Cardinal Salviati,Cardinal Salvinti"
GiovanniSanti,"Jean de
                  Santi,Giovanni de' Santi,Jean de Santi,son pere,Giovanni,Jean"
GirardDesargues,"sieur Desargues,Desargues,Monsieur"
GirolamoBeccaria,Gerolamo Beccaria
GirolamoCampagnola,Jerôme Campagnuola
GirolamoCappello,"GIROLAMO CAPELLI.,Girolamo Capelli"
GirolamoCiocca,Hierosme Chiocca
GirolamoDaCarpi,Jerôme de Carpi
GirolamoDelfinone,Girolamo Delfinone
GirolamoGenga,"Girolamo Genga,Hierosme Genga,GIROLAMO GENGA,Jerôme Ginga,Genga,Ginga"
GirolamoGhilini,"HIEROSME GHILINI,Hierome Ghilini,Ce Grand homme,l'Abbé Ghilini"
GirolamoLombardo,Maître Jerôme
GirolamoMacchietti,Girolamo Machietti
GirolamoMassei,"Girolamo Mazzei,Geronimo"
GirolamoMazzolaBedoli,Jerôme Mazzuolo
GirolamoMercuriale,Mercurialis
GirolamoMuziano,"Geronimo Mutiani,Hierosme Mutiano,Hierome Mutian,JEROME MUTIAN,Gerôme Mutian,le Mutian,le Mutien,Le Mutian,Mutiano,Mutien,Jerôme,Mutian"
GirolamoPreti,Girolamo Preti
GirolamoRuscelli,Girolamo Ruscelli
GirolamoRusticucci,"Cardinale Rusticucci,Cardinale Vicario"
GirolamoSiciolante,"Jerôme Siciolante de Sermontte,Geronimo da"
GiulianoBugiardini,Grannaccio Bugiardino
GiulianoDaSangallo,"Juliano di san Gallo,Julien"
GiulioBardini,"Giulio Bardini,Signor Giulio"
GiulioBonasone,Julles Buornasone
GiulioCamillo,Giulio Camillo
GiulioCampagnola,Jules
GiulioCampi,"Giulio da Campo,Giulio Campi,Jules"
GiulioCesareProcaccini,Jules Cesar
GiulioClovio,"Julles
                     Clovio,Don Giulio Clovio,Dom Julio Clovio"
GiulioLicinio,"Neveu nommé Pordenon,PORDENON LE JEUNE,Julius Licinius,JULE LICINIO,Jule Licinio"
GiulioRomano,"Jules
                            Romain,Julles
                     Romain,Giulio
               Romano,cet illustre Dessinateur,Ce grand Peintre,Julles Romain,Giulio Romano,Jules Romain,JULES ROMAIN,Julio Romano,Jule Romain,cet homme,Julles,Jules,Jule"
GiuseppeArchimboldo,"Giuseppe Arcimboldi,Archimboldi,Arcimboldo,Arcimboldi"
GiuseppeCesari,"Joseph Cesari
                        d'Arpino,Joseph
                                Pin,Chevalier Josepin,Giuseppe d'Arpino,Chevalier Iosepin,Giuseppe Cesari,Joseph d'Arpin,Mario d'Arpino,Joseph Arpino,Giuseppe d',Giuseppe,Josepin,JOSEPIN,Joseph"
GiuseppeMeda,"Giuseppe il Meda,Gioseppe Meda"
GiuseppeMoleti,Moleto
GiuseppeNiccoloVicentino,Joan-nicola Vicentino
GiuseppePorta,"Giuseppe Salviati,Giuseppe Porta,Salviati"
GiustoCampagnola,Juste
Glaucon,Glaucon
GlyconAthenes,"Glicon d'Athénes,Glicon Aténien,Glicon Atenien"
Goliath,Goliât
Gordien,Gordien
Gorsanus,Gorsanus
GottardoDaPonte,Paolo Gottardo Ponto
GregoireII,"Saint Gregoire II,Saint Gregoire 5,S. Gregoire II,Saint Gregoire"
GregoireLeGrand,saint Gregoire Pape
GregoireX,"Gregoire X,ce Pape"
GregoireXIII,"GREGORIUS PAPA XIII,Gregorio
    XIII,Gregoire treziéme,Grégoire XIII,Gregorio XIII,Gregoire XIII,Grégoire XIII,Sa Sainteté,Le Pape,le Pape"
GregoireXV,Grégoire XV
GregorioComanini,"Don Gregorio Comanino,Gregorio Comanini"
Guariento,Guerriero de Padoue
Guerchin,"le Guerchin d'Accentes,LE GUERCHIN DACENTO,FRANCOIS BARBIERI,le Guarchin,le Guerchin,Guarchins,Barbieri,Guarchin,Guerchin"
GuglielmoDellaPorta,Guillaume de la Porte
Guide,"Le
                            Guide,Guido
     Reni,le Guide Reni,GUIDO RENI,Guide Reni,Guido Reni,GUIDE RENI,le Guide,Le Guide,Guide,Guido,GUIDE"
GuidoMazenta,Guido Mazenta
GuidoTarlati,"Guido
               Tarlati,Evêque d'Arezzo,Guido Tarlati"
GuidobaldoIIDellaRovere,Duc d'Urbin
GuidobaldoIMontefeltro,"Guidobaldo da
               Montefeltro,Guidobaldo da Montefeltro,Duc d'Urbain,Guido Baldo,Guido-baldo"
GuillaumeBude,Budée
GuillaumeDumee,Guillaume du Mée
GuillaumeInspruck,Guillaûme
GuillaumeMarcillat,"Guillaume de Marseille,Guillaume de Marcilli,Marcilli"
GuillaumePhilandrier,"Guillaume Philander,Philander,Filandre"
GuillaumeRondelet,Rondelet
Gyges,"Gide de Lidie,Gyges,Gige"
Hadrien,"Ce savant Prince,Empereur Hadrien,cet Empereur,Adrien I,Hadrien,Adrian,Adrien"
HannibalBarca,"Hannibal de Carthage,Anniballe,Hannibal,Annibale,Annibal,Anibal"
HansBol,"JEAN BOL,Bol"
HansHolbeinDeElder,Jean Holbein
HansHolbeinDeJonge,"JEAN HOL BEIN,Jean Holben,Holbein,Holbens,Holben"
HansIRottenhammer,"JEAN ROTENAMER,Rotenamer"
HansSadeler,"Jean Sadeler,Jean"
HansSebaldLautensack,"Hisibil Peum,Isibel Peun"
HansVonAachen,"Jean Dac,JEAN DAC"
Hasdrubal,"Asdrubale,Asdrubal"
Hecube,Ecuba
Hegesias,Egesias
HeinrichAldegrever,"ALBERT ALDEGRAF,Aldegrave"
Helene,"Helene,Héléne,Elena"
HeleneDuglioli,Helene de l'Huile
HeleneFourment,"Heleine Forment,Héléne Forman"
Heliodore,Heliodore
Heliogabale,"Heliogapale,Heliogabale"
HendrickGoltzius,"Henrigo Goleio,HENRI GOLTIUS,le Goltius,Goltius,Henri"
HendrickGoudt,"HENRI GAUD COMTE PALATIN,Comte Gaude,Henri"
HendrickIVanSteenwijck,HENRI STENVIK
HendrickVerschuring,"Henri Verscure,HENRI VERSCURE,Henri"
HennequinDeBruges,"Giovanni da
               Bruggia,Giovanni da Bruggia,Jean de Bruges"
Henoch,Enoch
HenriBeaubrun,Henri
HenriII,"Roy Henry deuxieme,ce premier Roi,Henry Second,Henri Second,Henri second,HENRICO II,Roy Henry,Henri II,Henry II,le Roy,ce Roi"
HenriIII,"Henry III,Henri III"
HenriIV,"Henri Quatriéme,Henry Quatriéme,Henri quatriéme,Henry le Grand,Henri le Grand,Roy Henry IV,Henry IV,Henri IV"
HenriLerambert,Henri Lerambert
HenriMellein,Henri Mellein
HenriToutin,"Henry
                                Toutin"
HenriVIII,"Roy Henry, VIII,Roy Henry VIII,Enrico"
HenrietteMarieDeFrance,Reine d'Angleterre
Hercule,"Hercules,Hercule,Alcide,Ercole"
HerculeIIEste,"Le Duc Hercules,celui de Modene,Duc de Ferrare,Hercules II,Hercule de,Duc"
HerculeMalatesta,Hercule Malateste
HermanVanSwanevelt,HERMAN SUANEFELD
HermesTrismegiste,"Mercurio Trismegisto,Mercurio Trimegisto,Trimegiste,Trimegisto,Hermete"
Hermogene,Hermogenes
HermolaoBarbaro,Hermolaus
HernanCortes,"Ferdinand Cortés,ce Capitaine,Cortés"
HerodeI,"ce Roi,Herode"
Herodote,Herodote
HeronAlexandrie,Héron l'Ancien
Herse,Herse
Hesiode,Hesiode
Hierocles,Hierocle
HieronII,"Hiéron de Siracuse,Hieron l'ancien,Hieron"
HieronimusBosch,Jerôme Hertoglion Bos
HieronymusCock,"Jerosme Kouc,Jerôme Cock"
HilairePader,"HILARIUM PADERUM,HILLAIRE PADER,HILAIRE PADER,Hilaire Pader,Sr Pader,PADERUS,PADERE,Paders,PADER,Pader"
Hippocrate,Hippocrates
Hippodamos,Hippodame
HippolyteIIEste,"Cardinal
     d'Este,Cardinal d'Este,Cardinal d'Est,Cardinal"
Hippomene,Hippomene
Hiram,Hiram
Homere,"Homere.,Homére,Homere,Homero,Homère"
HonoreI,"Honoré I,Honoré"
HonoreIIDeMonaco,"Monseigneur le Prince de Monaco,Prince de Monaco,De Monaco,Honoré,S. A."
HonoreIII,Honoré III
Hora,Hora
Horace,"Horatius Flaccus,d'Horace,Hhorace,Orazio,Horace"
HoraceLeBlanc,Mr le Blanc
Horapollon,Oro Apolline
HoratiusCocles,Horatius Cocles
HubertVanEyck,"HUBERT,Hubert"
HubertusGoltzius,"Hubert Goltius,HUBERT GOLTIUS"
HuguesDeRudelle,de Rudelle
Hyacinthe,Iacinthe
HydreDeLerne,serpent Hydre
Hygiemon,Higiaenon
Hyperbius,Hyperbius
HyrcanII,Hircan
Iaia,"Martia,Marzia"
IbnAlHaytham,"Azeno,Azel"
Icare,"Icaro,Icare"
Ictinos,Ictinus
Idomenee,Idomeneo
IgnaceDeLoyola,saint Ignace
IgnazioDanti,"Egnatio Danti,P. Danti"
Inachos,Inaco
Ingegno,André Louis d'Assise
InnocentIII,Innocent III.
InnocentVIII,"Innocentio ottavo,Innocent huitiéme,Innocent VIII,Innocent,ce Pape"
InnocenzoFrancucci,Innocent d'Imole
InnocenzoTacconni,le Taccone
Iolaos,Iolaus
Iphicles,Iphicle
Iphicrate,Iphicrate
Iphigenie,"Iphigenie,Iphigénie,Ifigenia"
Irene,Irene
IreneAthenienne,"cette Princesse,Irenée"
Isaac,Isaac
IsaacClaeszSwanenburgh,Isaac Nicolas
IsaacGribelin,Gribelin
IsaacMajor,"Isaac Mayer,Isaac"
IsaacVossius,Vossius
IsabellaBrandt,"Catherine de Brentes,la fille de"
IsabellaParasole,Isabelle Parasoli
IsabelleClaireEugenieDAutriche,"l'lnfante Isabelle,Infante Isabelle,l'Infante,Princesse,Infante"
IsabelleDeRequesens,"vice Reyne de
                     Naple"
Isaie,"Isaïe,Isaia,Isaie"
IsidoreDeSeville,Isidore
Isis,"Iside,Isis"
IsraelSilvestre,Israel
Iuba,Iuba
Jacob,Jacob
JacobBunel,"Jacob Bunel,Mr. Bunel,Bunel,Jacob,BUNEL"
JacobHoefnagel,Hufnagle
JacobISavery,Jacques
JacobJordaens,"JACQUES JORDANS,Jordans"
JacobMatham,"Mathan,Matam"
JacobelloDelFiore,Jacobello de Flore
JacobusDeVoragine,Jacobus de Voragine
JacopoAvanzi,"Jacob d'Avanzi,Jacob"
JacopoBarozziDaVignola,"Jacques Baroches de Vignole,Jacques Barozzi de Vignole,Iacomo Barrozzi,Jacques Barozzo,IACOMO BAROZZI,le Vignole,Le Vignole,Vignola,Barozzo,Vignole"
JacopoBassano,"Giacomo Bassano,secondo Bassano,JACQUES DU PONT,Jacques du Pont,Jacques Bassan,Jacob de Ponte,Le Bassan,leur pere,le Bassan,LE BASSAN,son pere,Bassano,Jacques,Bassani,Giacomo,Bassan"
JacopoBellini,"JACQUES BELLIN,Jacques Bellin,leur pere,Jacques,JACQUES,Bellin"
JacopoBertoia,Giacomo Bertoia
JacopoDaMontagnana,Jaques de la Montagne
JacopoDeBarberi,Barbaro
JacopoDellaQuercia,Jaques
JacopoDiCasentino,"Jacopo di Cassentino,Jacques Cassentino,JACOB CASSENTINO,Cassentini,Cassentino,Jaques"
JacopoLigozzi,Giacomo Ligozzi
JacopoPalmaIlGiovane,"Giacomo Palmetta,le jeune Palme,ce Peintre,le jeune,Palmi"
JacopoPalmaIlVecchio,"le vieux qui etoit Jacques,LE VIEUX PALME,le vieux Palme,JACQUES PALME,primo Palma,le Palme,du vieux,Palma,Palme,i due"
JacopoRipanda,Jaques Ripenda
JacopoSannazaro,"Sannazzar,Sannazar"
JacopoSansovino,"Jacques Sansovino,Giacomo Sansovino,cet habile homme,Jaques Sansovin,le Sansovin,le Sansouin,du Sansovin,Le Sansovin,ce dernier,Sansovino,Sansouin,Sansovin"
JacopoTintoretto,"il
               Tintoretto,Giacobo Tintoretto,Jacques Tintorez,JACQUES ROBUSTI,Jacques Robusti,Jaques Robusti,il Tintoretto,le Tintoret,LE TINTORET,Tintoretti,Tintorets,Son Pére,Tintoret,Jacque"
JacopoTorni,Indaco
JacquesAndrouetDuCerceau,"du Cerceau,Ducerceau"
JacquesAngouleme,Jaques 6
JacquesBellange,"Bellange,Belange"
JacquesBlanchard,"JACQUES BLANCHART,Mr. Blanchar,Blanchart,Blanchard"
JacquesBordier,Jacques Bordier
JacquesCallot,"Jacques Callot,Callot,Calot"
JacquesCouplet,Mr. Couplet
JacquesDubroeucq,"Jacques Brusca,Brusca"
JacquesFouquieres,"JACQUES FOUQUIER,Foucquieres,Fouquiére,Fouquier"
JacquesIer,Roy d'Angleterre
JacquesKerver,"Jacques Kerver,Kerver"
JacquesLanglois,JACQUES LANGLOIS
JacquesLemercier,le Mercier
JacquesSarazin,"Monsieur Saresin,Sarrazin"
JacquesStella,"Monsieur Stella,JAQUES STELLA,Mr. Stella,Jaques,STELLA,Stella"
JacquiotPonce,"Maître Ponce,Me. Ponce"
JanBoth,"JEAN BOTH,Jean Bot,Jean"
JanBrandt,Jean de Brantes
JanBrueghel,"Joan Brughel,Breugle,Brugle"
JanCorneliszVermeyen,"JEAN CORNEILLE VERMEYEN,Jean le Barbu,Jean Cornelis"
JanGossaert,"JEAN DE MABUSE,Mabuse"
JanHarmenszMuller,"le Muller,Muler"
JanRost,Giovanni d'Arostos
JanRubens,Jean Rubens
JanSandersVanHemessen,Jean d'Hemeissein
JanSoens,Giovan Fiammingo
JanStevenVanCalcar,"JEAN DE CALCAR,Jean de Calxer,Jean Calcar,CALKER"
JanVanDenDale,Jean de Dales
JanVanDenHoecke,"JEAN VAN-HOUC,Jean Van Hœc,Van-Houk,Van-Houc"
JanVanDerStraet,"JEAN STRADAN,Jean Strada,Strada"
JanVanScorel,"JEAN SCHOREL,Jean Schorel,Schorel"
JanosZsamboky,Gioan Sambuco
Janus,"Giano,Janus"
JanusDeTroie,Giano
Japet,Japhet
Jason,Jason
JeanBaptisteColbert,"Monseigneur
                        vostre Pere,Monsieur
                        Colbert,Monseigneur vostre Pere,Monseigneur Vostre Pere,illustre Ministre,Monsieur Colbert,M. Colbert,Colbert"
JeanBaptisteDeBrouchoven,Jean Baptiste de Brouch
JeanBaptisteDeChampaigne,JEAN BAPTISTE DE CHAMPAGNE
JeanBaptisteDeFaudran,Mr. Fodran
JeanBarbe,Jehan Barbé
JeanBaudouin,Baudouin
JeanBullant,Jean Bullant
JeanChalette,"Monsieur Chalette,Charlette,Chalette,Chalete"
JeanCousin,"Jean
                                    Cousin,Jean Cousin,JEAN COUSIN,Cousin,Jean"
JeanDaret,Mr. Daret
JeanDeMontlyard,Jean de Montliard
JeanDubreuil,"Autheur des livres de la Perspective Pratique,Jean du Breüil"
JeanErrard,Jean Erard
JeanFredeau,du Fredeau
JeanGoltzius,Jean Goltius
JeanGoujon,"Jean Gougeon,Jean Goujon"
JeanHenriGrimaldi,Marquis de Corbons
JeanICotelle,Cotelle
JeanIDeBragance,Dom Jean Duc de Bragance
JeanIIWaldor,Valdor
JeanJulesArmandColbert,"JULE
                            ARMAND COLBERT,MONSIEUR"
JeanLemaire,le Mere
JeanMace,Jean Macé
JeanMartin,"JANI MARTINI,Jehan Martin,Jean Martin,Jan Martin,Martin"
JeanNocret,Naucret
JeanPech,J. Pech
JeanPetitot,Jean Petitot
JeanPierreRivalz,"Joannes Petrus Rivals,Rivals"
JeanRacine,Racine
JeanToutin,"Jean
                                Toutin,Jean Toutin"
JeanTzetzes,Tzetzés
JeanneTailhasson,Jeanne de Tailhasson
JehanBellegambe,Jean belle Jambe
Jeroboam,Jeroboam
JeromeBaullery,Jérôme Baullery
Jesus,"son
                  Fils,nostre Seigneur,Nostro Signore,nôtre Seigneur,nostro Signore,Jesus-Christ,JESUS CHRIST,Jesus Christ,JESUS-CHRIST,Jesus-Chrit,le Sauveur,J. Christ,le Christ,son Fils,Bambino,CHRISTI,Christo,Sauveur,CHRIST,Cristo,Christ,Jésus,Jesus,JESUS"
Jezabel,Jesabel
JoachimVonSandrart,"JOACHIM SANDRART,Sandrart,Sandrat"
JohannWilhelmBaur,"Guillaume Baure,GUILLAUME BAUR,Guillaume Baur"
JohannaVonMilkau,Sa Femme
JohannesTorrentius,JEAN TORRENTIU
JohannesVoet,Voët
Jonas,"Giona,Jonas"
JoosIIDeMomper,Mompre
JoosVanCleve,Jean de Cleves
JoosVanWassenhove,Juste de Gand
JoostLips,"Juste Lipse,Lipse"
Joseph,"Saint
                     Joseph,S.
               Gioseffo,Sainct Joseph,San Giuseppe,saint Joseph,San Gioseffo,Saint Joseph,S. Gioseffo,S. Joseph,Josephe,Joseph"
JosephDArimathie,"Giuseppe d'Arimatìa,Joseph d'Arimathée,Joseph d'Arimathie"
JosephHeintz,JOSEPH HAINS
JosephJusteScaliger,Scaliger
JosephVarin,"Varin,VARIN"
Josue,Josué
JuanDeHerreraDeMaliano,Giovan d'Errera
JubaII,Juba
JudaAbravanel,Leone Ebreo
Judas,"Judas,Giuda"
Judith,"Giudith,Judith"
JulesCesar,"Giulio
               Cesare,Cesar Dictateur,Giulio Cesare,cet Empereur,Jules Cesar,Jule Cesar,Jule-Cesar,Cesare,Cesar"
JulesHardouinMansart,M. Mansard
JulesII,"Papa
                     Giulio,Giulio
               secondo,Julles
                  II,Papa
               Giulio,Jules deuxiesme,Papa Giulio II.,Giulio secondo,Pape Jule II,Jules second,sa Sainteté,Papa Giulio,Pape Jules,Jules II,Julii II,le Pape,Jule II,Pape"
JulesIII,"Jules troisiéme,ce Pontife"
JulesMazarin,Mazarin
JulienApostat,Julien l'Apostat
JulienDeMedicis,"Jullian de Medicis,Giulian de Medici,Julien de Medicis,Giuliano,Julien"
JuliusCapitolinus,"Jule Capitolin,Capitolin"
JuliusFirmicusMaternus,Jules Firmique Materne
Junon,"Giunone,GIUNONE,Junon,Juno"
Jupiter,"Jupiter Alphiste,Jupiter celeste,Jupiter Ammon,Jupiter Roial,Jupiter,Giove"
JusepeDeRibera,"L'Espagnolet,L'ESPAGNOLET,Lespaignolet,JOS. RIBERA"
Justinien,"Justinien,Justinian"
JustusVanEgmont,"Juste d'Egmond,Juste d'Egmont,Juste"
KarelDujardin,Dujardin
KarelVanManderII,Charles
Kemoch,Camos
Kheops,Cheopes
Laban,Laban
LadislasIV,Uladislas
LambertLombard,"Lambert Lombard,LAMBERT LOMBARD,Lombard"
LambertSustris,Lambert Zustrus
LambertVanNoort,Lambert Van Ort
LambertZutman,"Lambert Suterman,Suavius"
Lamech,Lamec
LamoralComteEgmont,le Comte d'Egmont
LancelotBlondeel,Lancelot
Laocoon,"Laocoon,Laocon,Laôcon"
LaodiceDeMacedoine,sa mere
LapoGucci,"Lapo
               Gucci,Lapo Gucci"
Latone,"Latone,Latona"
LattanzioRagnoni,Lattantio
LaurentDeLaHyre,"LAURENT DE LA HIRE,Mr. de Lahyre"
LaurentDeMedicis,"Laurent de Medicis,Lorenzo de' Medici,Prince Laurent,ce Prince,Laurent"
LaurentIIDeMedicis,Laurent
LaurentVouet,Laurent Vouët
LaviniaFontana,"Lavinia Fontana,Lavinia"
LazareDeBethanie,"Lazaro,Lazare"
LazareDeConstantinople,"Moine Lazare,Lazare"
LazzaroCalvi,Lazaro Calvi
Lea,Lia
LeandroBassano,"LE CHEVALIER LEANDRE,Chevalier Léandre,Léandre,Leandre"
Leda,"Leïda,Leda"
LelioGuidiccioni,"Signor Lelio Guidiccioni,il Guidiccioni"
Leochares,"Leocharés,Leocares"
LeonBattistaAlberti,"Leon Baptiste
                                        Albert,Leon
                                    Baptiste Albert,Leon Battista
               Alberti,Leon
               Battista Alberti,Leon Battista Alberti,LEON BAPTISTE ALBERT.,Leon Baptiste Albert,Léon-Baptiste Albert,LEON BAPTISTE ALBERT,Léon Baptiste Albert,Leon Batiste Alberti,Leon Batiste Albert,cet habile homme,Leon Baptiste,Baptiste Leon,Leon Batiste,cet Auteur,Baptiste,Alberti,Albert"
LeonI,Pape
LeonIIIIsaurien,"Leon l'Isaurien,Leon Isaure,Leon"
LeonIV,Leon IV
LeonIVKhazar,Leon
LeonVArmenien,Leon l'Armenien
LeonX,"Leon
                  dixiesme,sa
                  Saincteté,sa
                  Sainteté,Leon
                  X,Leone
               X.,Leone
               X,Leon
               X,ce genereux Pape,ce dernier Pape,sa Saincteté,Leone
     X.,mesme Pontife,Leon dixiesme,Leon dixiéme,Pape Leon X.,Leone decimo,Leonis X,Leone X.,Leone X,le Pape,ce Pape,Léon X,Leon X,Leone,Leon,Pape"
LeonardoAgostini,"Leonardo
                  Agostini,Leonardo Agostini"
LeonardoDaVinci,"Leonnard da
                  Vinci,Leonard da
                  Vinci,Lionardo
               da Vinci,Lionardo da
               Vinci,LIONARDO DA
               VINCI,Leonardo
               Vinci,Lionardo
               Vinci,Lionardo da
            Vinci,il
               Vinci,Lionardo da
     Vinci,Leonnard da Vinci,Leonard, de Vinci,Leonardo da Vinci,Leonardo de Vinci,Lionardo da Vinci,Leonard d'Avinci,LEONARD DE VINCI,Léonard de Vinci,Leonard d'Avince,ce grand Peintre,Leonard de Vinci,cet habile homme,Leonard Davinci,Leonardo Vinci,Lionardo Vinci,LEONARD VINCI,Leonard Vinci,L. de Vinci,De Vinci,de Vinci,le Vincy,Leonardo,Lionardo,LIONARDO,Leonnard,il Vinci,Leonard,Vinci,Vince"
LeonardoGarzoni,Garzoni
LeoneLeoni,"Cavalier Lione Aretino,Leone Leoni,Leon Leoni"
LeonidasI,Leonidas
LeopoldGuillaumeDeHabsbourg,"Archiduc Leopolde,Archiduc Leopold,Archiduc Léopol"
Lepide,"M. Lepide,Lepidus"
Leucothoe,Leucotoë
Levi,Levy
LiberPater,pere Liber
LiberalBruand,Bruand
LiberaleDaVerona,Liberale
LippoAndrea,LIPPO
LippoDalmasio,"Lippo Dalmasio,Lippo"
LippoMemmi,Lippo
Liutprand,Luitprand
LodovicoCarracci,"Louis Carrache,Louis Carache,Loüis Carache,Louys Caraci,Ludovico,LOUIS,Louis,Loüis,Louïs"
LodovicoDiLeonardoBuonarrotiSimoni,Loüis Bonarotti Simoni
LodovicoDomenichi,"Lodovico
               Domenichi,Lodovico Domenichi"
LodovicoGrignani,Lodovico Grignani.
Longin,Longin
LorenzSandrart,Laurent Sandrart
Lorenzetto,"Lorenzo
               Lotto,Lorenzo Lotto"
LorenzoBeccafumi,"Lorenzo Beccafumi,Beccafumi"
LorenzoCanozi,Laurent Lendinara
LorenzoCosta,"Laurent Costa Ferrarois,LAURRENZO COSTA,Laurent Costa,Costa"
LorenzoDiBicci,LORENZO BICCI
LorenzoGhiberti,"Laurent Ghiberto,Ghiberto"
LorenzoLuzzo,"MORTUO D'A FELTRO,Mortuo"
LorenzoMonaco,"Lorenzo
               Monaco,Lorenzo Monaco"
LorenzoNaldini,Naldino Florentin
LorenzoPucci,Cardinal Santi-quatre
LorenzoSabatini,Lorenzo Sabadino
Loth,Lotto
LouisBarbierDeLaRiviere,Monsieur l'Evesque de
LouisBeaubrun,Loüis
LouisBoucherat,Sr. Boucherat
LouisDArpajon,Monsieur
LouisDeFoix,Louys de Foix
LouisDeFrance,Monseigneur le Dauphin
LouisDeMontjosieu,Louis des Monts
LouisGonzague,Louis Gonzague
LouisHance,Louis Hance
LouisHesselin,"Monsieur Hesselin,Monsieur de,M. Hesselin"
LouisIDuGuernier,Louis du Guernier
LouisIIBourdonConde,M. le Prince de Condé
LouisIIIMantoue,"Lodovico
               Gonzaga,Lodovico marchese di Mantova,Lodovico marchese di,Lodovico Gonzaga,Louys"
LouisIPhelypeauxDeLaVrilliere,Monsieur de
LouisIX,"saint Louis,ce Roi"
LouisSavot,Savot
LouisXI,Lodovico undecimo
LouisXII,"ce grand Prince,Louis douziéme"
LouisXIII,"Louis treizieme,Roy LOUIS XIII,LOUIS XIII,Louys XIII,Louis XIII,Louïs XIII,Loüis XIII,ce Roi,Roy"
LouisXIV,"Le
                                    Roy,ce grand
                        Monarque,Sa
                        Majesté,le
                        Roy,ce magnifique Monarque,Nôtre grand Monarque,Invincible Monarque,Ce grand Prince,LOUIS le Grand,Louis le Grand,LOUIS LE GRAND,Sa Majesté,Louis XIV,LOUIS XIV,le Roi,Le Roy,le Roy,LOUIS,roy,Roi,Roy"
LucaCambiaso,"Lucas Cangiasio,Luca Cangiaso,Luc Cangiasi,il Cangiaso,Cangiasio,Cambassi,Lucas"
LucaDellaRobbia,Luc de la Robbia
LucaPacioli,"Luca dal
               Borgo,Luca dal Borgo"
LucaPenni,"Lucas
                                    Peni,LUCA PENNI"
LucaSchiavone,Luca Schiavone
LucaSignorelli,"Luca
               Signorelli,LUCAS SIGNORELLI,Luca Signorelli,LUCA SIGNORELLI,Luca,Luc"
LucasCornelisz,Lucas Cornélii
LucasDeHeer,Lucas de Heer
LucasGassel,Lucas Gassel
LucasVanLeyden,"Lucas de Holande,Lucas d'Holande,Luca di Olanda,Lucas de Leide,LUCAS DE LEYDE,Lucas de Leyde,Lucas"
LucasVanUffelen,Van-Uflen
LucasVorsterman,"Luc Wostremans,Vostermans"
LuciaAnguissola,Lucie
LucienSamosate,"Luciano,Lucien"
Lucifer,"Lucifero,Lucifer"
LuciusAureliusVerus,Verus
LuciusMummius,"Lucius Mummius,Lucio Mummio,L. Mummius,Luce Mumme"
LuciusPapiriusCursor,Papyrius
LuciusSeptimius,Lucio Settimio
LuciusTarutiusFirmanus,Luce Tarunce
Lucrece,"Lucresse,Lucrece"
Lucullus,"Lucullus,Luculle,Lucule"
LudovicoAriosto,"Arioste,Ariosto"
LudovicoDolce,"Lodovico Dolce,Dolce"
LudovicoLudovisi,Signor Cardinale Ludovico Ludovissio
LudovicoMazzolino,"Louis Malino,Mazzolino"
LudovicoSforza,"Louis,
                                        dit le Maure,detto
               il Moro,Lodovico il Moro,Lodovico Sforza,detto il Moro,Louys le More,Louis Sforse,Duc de Milan,ce Prince,Prince"
LuigiDeRossi,"de
                  Rossi,Cardinal de Rossi"
Lycurgue,Lycurgue
Lysandre,Lisander
Lysippe,"Sicionien Lisipe,ce Sculteur,Lisippo,Lysippe,Lisippe,Lisipe"
Lysistratos,Lysistrate de Sycyone
Macrobe,Macrobio
MaddalenaDoni,sa femme
MaertenDeCock,Martin Cook
MaertenDeVos,"Martin d'Anvers,Martin de Vos,MARTIN DE VOS"
MaertenVanHeemskerck,"MARTIN HEMSKERC,Emskerque,Hemskerc"
Maggiore,Maggiore
Mahomet,Mahomet
ManiusValeriusMaximusCorvinusMessalla,"Valerius
                                    Corvinus,Valerius
                                    Maximus,Valerius Messala,Corvinus,Valerius,Mexala"
MarcAntoine,"Marc Antoine,Marc Antonin"
MarcAurele,"Empereur Marc-Aurelle,Marc-Aurelle,Marc Aurelle,Marc-Aurele,Marc Aurele"
MarcDeVulsonDeLaColombiere,Marc Vulson
MarcantonioDellaTorre,Marc-Antoine de la Tour
