xml_id	personne_qid	type	lieu_qid
OnofrioBoni	Q28571871	naissance	Q52080
GherardoBorgogni	Q55875086	naissance	Q18341
Caligula	Q1409	naissance	Q16010710
Caligula	Q1409	décès	Q200642
MichelAnge	Q5592	naissance	Q52069
MichelAnge	Q5592	décès	Q220
AgnoloBronzino	Q7803	naissance	Q2044
AgnoloBronzino	Q7803	décès	Q2044
Duccio	Q15792	naissance	Q2751
Duccio	Q15792	décès	Q2751
PieterBrueghelDeOude	Q43270	naissance	Q40844
PieterBrueghelDeOude	Q43270	décès	Q239
Bryaxis	Q122196	naissance	Q193214
Brunelleschi	Q174330	naissance	Q2044
Brunelleschi	Q174330	décès	Q2044
JanBrueghel	Q209050	naissance	Q239
JanBrueghel	Q209050	décès	Q12892
LouisIIBourdonConde	Q310837	naissance	Q90
LouisIIBourdonConde	Q310837	décès	Q182872
AdriaenBrouwer	Q364139	naissance	Q12992
AdriaenBrouwer	Q364139	décès	Q12892
AgostinoBusti	Q395600	naissance	Q1155
AgostinoBusti	Q395600	décès	Q490
NicolasBeatrizet	Q461143	naissance	Q22640
NicolasBeatrizet	Q461143	décès	Q220
NicolasBeatrizet	Q461143	naissance	Q208794
NicolasBeatrizet	Q461143	décès	Q220
ArmandDeBourbonConti	Q465844	naissance	Q90
ArmandDeBourbonConti	Q465844	décès	Q633811
PaulBril	Q540753	naissance	Q12892
PaulBril	Q540753	décès	Q220
PaulBril	Q540753	naissance	Q40844
PaulBril	Q540753	décès	Q220
SebastienBourdon	Q553795	naissance	Q6441
SebastienBourdon	Q553795	décès	Q90
SalomonDeBrosse	Q725816	naissance	Q1389275
SalomonDeBrosse	Q725816	décès	Q90
Cacus	Q754686	naissance	6edddf18aeee8b95acd3abe7b8c83db3
Calamis	Q918382	décès	Q1524
PietroBuonaccorsi	Q918778	naissance	Q2044
PietroBuonaccorsi	Q918778	décès	Q220
JeanBullant	Q967445	naissance	Q41604
JeanBullant	Q967445	décès	Q273695
BuonamicoBuffalmacco	Q972487	naissance	Q2044
BuonamicoBuffalmacco	Q972487	décès	Q2044
Boutades	Q1017839	naissance	Q368628
Boutades	Q1017839	décès	Q11772
CesarDeBus	Q1150806	naissance	Q208798
CesarDeBus	Q1150806	décès	Q6397
JanStevenVanCalcar	Q1397369	naissance	Q243554
JanStevenVanCalcar	Q1397369	décès	Q2634
JeanBaptisteDeBrouchoven	Q1985418	naissance	Q12460
JeanBaptisteDeBrouchoven	Q1985418	décès	Q7880
BenedettoCaliari	Q2054338	naissance	Q2028
BenedettoCaliari	Q2054338	décès	Q641
IsabellaBrandt	Q2215964	naissance	Q12892
IsabellaBrandt	Q2215964	décès	Q12892
DomenicoBrusasorzi	Q2297219	naissance	Q2028
DomenicoBrusasorzi	Q2297219	décès	Q2028
GiulianoBugiardini	Q2578459	naissance	Q2044
GiulianoBugiardini	Q2578459	décès	Q2044
BernardinoButinone	Q2622155	naissance	Q101685
JeanIDeBragance	Q2701474	naissance	Q1013623
JeanIDeBragance	Q2701474	décès	Q1013623
CarloCaliari	Q2939168	naissance	Q641
CarloCaliari	Q2939168	décès	Q641
LiberalBruand	Q3090458	naissance	Q90
LiberalBruand	Q3090458	décès	Q90
GiovanniBattistaBranconioDellAquila	Q3107048	naissance	Q3476
GiovanniBattistaBranconioDellAquila	Q3107048	décès	Q220
ClaudineBouzonnetStella	Q5129302	naissance	Q456
ClaudineBouzonnetStella	Q5129302	décès	Q90
FrancoisBunel	Q5493203	naissance	Q160927
FriedrichIBrentel	Q5503769	naissance	Q572921
FriedrichIBrentel	Q5503769	décès	Q6602
GabrieleCaliari	Q5515997	naissance	Q641
GabrieleCaliari	Q5515997	décès	Q641
GiovanniBuonconsiglio	Q5563793	naissance	Q46165
GiovanniBuonconsiglio	Q5563793	décès	Q641
JacobBunel	Q6118432	naissance	Q160927
JacobBunel	Q6118432	décès	Q90
GabrieleBusca	Q18945327	naissance	Q6259
GabrieleBusca	Q18945327	décès	Q490
JanBrandt	Q21543237	naissance	Q12892
JanBrandt	Q21543237	décès	Q12892
Caracalla	Q1446	naissance	Q665
Caracalla	Q1446	décès	Q3660711
VittoreCarpaccio	Q5581	naissance	Q641
VittoreCarpaccio	Q5581	décès	Q641
AnnibaleCarracci	Q7824	naissance	Q1891
AnnibaleCarracci	Q7824	décès	Q220
Caravage	Q42207	naissance	Q490
Caravage	Q42207	décès	Q1394400
PaulIV	Q101430	naissance	Q55015
PaulIV	Q101430	décès	Q220
Callicrates	Q114112	naissance	Q844930
Callicrates	Q114112	décès	Q844930
CalixteI	Q122376	naissance	Q220
CalixteI	Q122376	décès	Q220
GerolamoCardano	Q184530	naissance	Q6259
GerolamoCardano	Q184530	décès	Q220
PeterCandid	Q315803	naissance	Q12994
PeterCandid	Q315803	décès	Q1726
AgostinoCarracci	Q316269	naissance	Q1891
AgostinoCarracci	Q316269	décès	Q2683
GiulioCamillo	Q331003	naissance	Q47143
GiulioCamillo	Q331003	décès	Q490
LodovicoCarracci	Q380553	naissance	Q1891
LodovicoCarracci	Q380553	décès	Q1891
Campaspe	Q432787	naissance	Q178405
JacquesCallot	Q460124	naissance	Q40898
JacquesCallot	Q460124	décès	Q40898
AlessandroCasolani	Q461700	naissance	Q18491762
AlessandroCasolani	Q461700	décès	Q2751
Callicratidas	Q465803	décès	Q23822737
DenysCalvaert	Q544264	naissance	Q12892
DenysCalvaert	Q544264	décès	Q1891
Callimaque	Q553631	naissance	Q844930
Callicles	Q553801	naissance	Q1524
AntonioCampi	Q601175	naissance	Q6231
AntonioCampi	Q601175	décès	Q6231
GiovanniJacopoCaraglio	Q705640	naissance	Q2028
GiovanniJacopoCaraglio	Q705640	décès	Q2683
GiovanniJacopoCaraglio	Q705640	naissance	Q2028
GiovanniJacopoCaraglio	Q705640	décès	Q31487
GaleazzoCampi	Q707600	naissance	Q6231
GaleazzoCampi	Q707600	décès	Q6231
LucaCambiaso	Q712512	naissance	Q267005
LucaCambiaso	Q712512	décès	Q28471
FrancescoCapriani	Q748699	naissance	Q103305
FrancescoCapriani	Q748699	décès	Q220
BernardinoCampi	Q822891	naissance	Q6231
BernardinoCampi	Q822891	décès	Q13360
VincenzoCampi	Q921130	naissance	Q6231
VincenzoCampi	Q921130	décès	Q6231
PolidoroDaCaravaggio	Q964822	naissance	Q100145
PolidoroDaCaravaggio	Q964822	décès	Q13666
GiovanFrancescoCaroto	Q966586	naissance	Q2028
GiovanFrancescoCaroto	Q966586	décès	Q2028
CarloCarafa	Q1041979	naissance	Q2634
CarloCarafa	Q1041979	décès	Q220
GiulioCampi	Q1528003	naissance	Q6231
GiulioCampi	Q1528003	décès	Q6231
Callon	Q1722514	naissance	Q191082
UgoDaCarpi	Q1967967	naissance	Q100041
UgoDaCarpi	Q1967967	décès	Q220
GiulioCampagnola	Q1989594	naissance	Q617
GiulioCampagnola	Q1989594	décès	Q641
AntonioCarracci	Q2624075	naissance	Q641
AntonioCarracci	Q2624075	décès	Q220
JacopoDiCasentino	Q2723390	naissance	Q2044
JacopoDiCasentino	Q2723390	décès	Q52096
LazzaroCalvi	Q3220074	naissance	Q1449
AndreaCamassei	Q3615565	naissance	Q20144
AndreaCamassei	Q3615565	décès	Q220
LorenzoCanozi	Q3836903	naissance	Q34390
LorenzoCanozi	Q3836903	décès	Q617
PietroMariaCanepario	Q21855521	naissance	Q42793
CarloLenzoni	Q24262721	naissance	Q2044
CarloLenzoni	Q24262721	décès	Q2044
GirolamoCampagnola	Q27501610	naissance	Q617
CaterinaCantoni	Q123753387	décès	Q490
JulesCesar	Q1048	naissance	Q220
JulesCesar	Q1048	décès	Q944814
Ciceron	Q1541	naissance	Q116440
Ciceron	Q1541	décès	Q128086
Charlemagne	Q3044	naissance	Q146246
Charlemagne	Q3044	décès	Q1017
CimaDaConegliano	Q8453	naissance	Q47224
CimaDaConegliano	Q8453	décès	Q47224
Cimabue	Q15790	naissance	Q2044
Cimabue	Q15790	décès	Q13375
GiovanniBenedettoCastiglione	Q40823	naissance	Q1449
GiovanniBenedettoCastiglione	Q40823	décès	Q6247
MarcelII	Q101776	naissance	Q83113
MarcelII	Q101776	décès	Q220
GiambattistaCastaldo	Q126895	naissance	Q3877645
GiambattistaCastaldo	Q126895	décès	Q490
CharlesIX	Q134309	naissance	Q185075
CharlesIX	Q134309	décès	Q193819
CharlesVIII	Q134452	naissance	Q205116
CharlesVIII	Q134452	décès	Q205116
Catule	Q163079	naissance	Q2028
Catule	Q163079	décès	Q220
JulesIII	Q169911	naissance	Q220
JulesIII	Q169911	décès	Q220
SainteCatherine	Q179718	naissance	Q87
SainteCatherine	Q179718	décès	Q87
MarcusPorciusCato	Q180081	naissance	Q754314
MarcusPorciusCato	Q180081	décès	Q220
DionCassius	Q185223	naissance	Q739037
DionCassius	Q185223	décès	Q739037
BenvenutoCellini	Q190116	naissance	Q2044
BenvenutoCellini	Q190116	décès	Q2044
Cassiodore	Q192365	naissance	Q1084264
Cassiodore	Q192365	décès	Q1084264
CatonUtique	Q193506	naissance	Q1747689
CatonUtique	Q193506	décès	Q166523
SaintChristophe	Q193507	naissance	Q163329
SaintChristophe	Q193507	décès	Q51614
BaldassareCastiglione	Q211133	naissance	Q3661494
BaldassareCastiglione	Q211133	décès	Q5836
Childebert	Q212852	naissance	Q41876
Childebert	Q212852	décès	Q90
AndreaDelCastagno	Q240737	naissance	Q82833
AndreaDelCastagno	Q240737	décès	Q2044
AulusCorneliusCelsus	Q312420	naissance	760672ce18f299eff7f20424825009b1
AulusCorneliusCelsus	Q312420	décès	085db238732aab6ce7a6f2ea5166e731
PhilippeDeChampaigne	Q314814	naissance	Q239
PhilippeDeChampaigne	Q314814	décès	Q90
PietroCavallini	Q316009	naissance	Q220
PietroCavallini	Q316009	décès	Q220
PietroCavallini	Q316009	naissance	Q220
PietroCavallini	Q316009	décès	41689f33518fa827db65a0cc27c28c1d
AgostinoChigi	Q395635	naissance	Q2751
AgostinoChigi	Q395635	décès	Q220
AlonsoChacon	Q661419	naissance	Q488555
AlonsoChacon	Q661419	décès	Q220
GiovanniBattistaCastello	Q723221	naissance	Q101112
GiovanniBattistaCastello	Q723221	décès	Q2807
BartolomeoCincani	Q809507	naissance	Q105399
BartolomeoCincani	Q809507	décès	Q6537
GiuseppeCesari	Q933026	naissance	Q116440
GiuseppeCesari	Q933026	décès	Q220
CesareCesariano	Q935752	naissance	Q490
CesareCesariano	Q935752	décès	Q490
PietroCataneo	Q970999	naissance	Q2751
PietroCataneo	Q970999	décès	Q2751
Chersiphron	Q1070392	naissance	Q173527
DaneseCattaneo	Q1080223	naissance	Q861824
DaneseCattaneo	Q1080223	décès	Q617
BernardoCastello	Q2345205	naissance	Q1449
BernardoCastello	Q2345205	décès	Q1449
NicolasChaperon	Q2476960	naissance	Q181886
NicolasChaperon	Q2476960	décès	Q220
AntonioMariaCiocchiDelMonte	Q2517851	naissance	Q52086
AntonioMariaCiocchiDelMonte	Q2517851	décès	Q220
GiacomoCavedone	Q2704031	naissance	Q8598
GiacomoCavedone	Q2704031	décès	Q1891
GiovanBattistaCini	Q3106940	naissance	Q13375
GiovanBattistaCini	Q3106940	décès	Q2044
JeanBaptisteDeChampaigne	Q3164509	naissance	Q239
JeanBaptisteDeChampaigne	Q3164509	décès	Q90
JeanChalette	Q3171196	naissance	Q5489
JeanChalette	Q3171196	décès	Q7880
PierreDeCazeneuve	Q3387491	naissance	Q7880
GiovanniBattistaDeCavalieri	Q5563765	naissance	Q328037
GiovanniBattistaDeCavalieri	Q5563765	décès	Q220
GirolamoCiocca	Q89808768	naissance	Q490
Cleopatre	Q635	naissance	Q87
Cleopatre	Q635	décès	Q87
Commode	Q1434	naissance	Q2832670
Commode	Q1434	décès	Q220
ChristopheColomb	Q7322	naissance	Q1449
ChristopheColomb	Q7322	décès	Q8356
Constantin	Q8413	naissance	Q129259
Constantin	Q8413	décès	Q209349
ConstantII	Q41613	naissance	Q16869
ConstantII	Q41613	décès	Q13670
ConstantinV	Q41635	naissance	Q16869
ConstantinVI	Q41661	naissance	Q16869
ConstantinVI	Q41661	décès	Q16869
ConstanceII	Q46418	naissance	Q833060
ConstanceII	Q46418	décès	Q620864
Clovis	Q82339	naissance	b5e5ab2ce978c13bb626ba30dd4febfa
Clovis	Q82339	décès	Q90
JoosVanCleve	Q153472	naissance	Q6842
JoosVanCleve	Q153472	décès	Q12892
EugeneIV	Q167561	naissance	Q641
EugeneIV	Q167561	décès	Q220
MartinV	Q169612	naissance	Q242675
MartinV	Q169612	décès	Q220
PompeoColonna	Q176545	naissance	Q220
PompeoColonna	Q176545	décès	Q2634
Constant	Q185538	naissance	Q38
Constant	Q185538	décès	Q23073
JeanBaptisteColbert	Q188971	naissance	Q41876
JeanBaptisteColbert	Q188971	décès	Q90
VittoriaColonna	Q255368	naissance	Q242926
VittoriaColonna	Q255368	décès	Q220
GiulioClovio	Q281219	naissance	Q985624
GiulioClovio	Q281219	décès	Q220
Columelle	Q318317	naissance	Q15682
Columelle	Q318317	décès	Q13498
BenedettoCoda	Q327706	naissance	Q5475
BenedettoCoda	Q327706	décès	Q13369
NataleConti	Q328186	naissance	Q490
NataleConti	Q328186	décès	Q490
AntonioDaSangalloIlGiovane	Q357276	naissance	Q2044
AntonioDaSangalloIlGiovane	Q357276	décès	Q8621
Orcagna	Q366499	naissance	Q2044
Orcagna	Q366499	décès	Q2044
NiccoloCircignani	Q382762	naissance	Q103201
NiccoloCircignani	Q382762	décès	Q20409
AlviseCornaro	Q389140	naissance	Q641
AlviseCornaro	Q389140	décès	Q617
PieterCoeckeVanAelst	Q434006	naissance	Q13121
PieterCoeckeVanAelst	Q434006	décès	Q239
DemarateDeCorinthe	Q458754	naissance	Q1363688
DemarateDeCorinthe	Q458754	décès	Q21580466
SainteConstance	Q464452	naissance	Q220
SainteConstance	Q464452	décès	Q220
SainteConstance	Q464452	naissance	Q220
SainteConstance	Q464452	décès	Q2277
HieronymusCock	Q640361	naissance	Q12892
HieronymusCock	Q640361	décès	Q12892
AscanioCondivi	Q721545	naissance	Q56086
AscanioCondivi	Q721545	décès	Q56086
HoratiusCocles	Q1115859	naissance	ceade9c1a39cc88c2d63eb844bd4bc25
HoratiusCocles	Q1115859	décès	40d773b1537cb565da48d921df49ffee
Colote	Q1234536	naissance	Q1229422
RaffaellinoDelColle	Q1323835	naissance	Q52098
RaffaellinoDelColle	Q1323835	décès	Q52098
MatteoDiGiovanniCivitali	Q1909372	naissance	Q13373
MatteoDiGiovanniCivitali	Q1909372	décès	Q13373
ValerioDiSimoneCioli	Q2257363	naissance	Q2044
LazareDeConstantinople	Q2567661	naissance	Q12544
LazareDeConstantinople	Q2567661	décès	Q501817
AdriaenCollaert	Q2825010	naissance	Q12892
AdriaenCollaert	Q2825010	décès	Q12892
JeanJulesArmandColbert	Q3166555	décès	Q3012
VincenzoCiverchio	Q3559930	naissance	Q42793
VincenzoCiverchio	Q3559930	décès	Q42793
EdouardColbertVillacerf	Q3579778	décès	Q90
Anfione	Q3616665	naissance	Q173527
GregorioComanini	Q3776496	naissance	Q6247
GregorioComanini	Q3776496	décès	Q6247
CimonDeCleones	Q5120160	naissance	Q103011
Cleanthe	Q11914067	décès	40b4b7ce8cd4bf265582128d012684ad
DenysDeColophon	Q11917274	naissance	Q1142488
GiovanniBattistaClarici	Q24887950	naissance	Q2759
GiovanniBattistaClarici	Q24887950	décès	Q490
MaykenCoecke	Q28567978	naissance	Q239
MaykenCoecke	Q28567978	décès	Q239
DomenicoCompagni	Q51574250	naissance	Q220
FrancoisColombeDuLys	Q105210094	naissance	Q209069
FrancoisColombeDuLys	Q105210094	décès	Q7880
PierreCorneille	Q747	naissance	Q30974
PierreCorneille	Q747	décès	Q90
HernanCortes	Q7326	naissance	Q668384
HernanCortes	Q7326	décès	Q841589
CyrusII	Q8423	naissance	Q569107
CyrusII	Q8423	décès	Q483159
CharlesIIEspagne	Q36174	naissance	Q2807
CharlesIIEspagne	Q36174	décès	Q2807
SainteCecile	Q80513	naissance	Q220
SainteCecile	Q80513	décès	Q220
EusebeDeCesaree	Q142999	naissance	Q319242
EusebeDeCesaree	Q142999	décès	Q319242
AnneDAutriche	Q151209	naissance	Q8356
AnneDAutriche	Q151209	décès	Q90
MarieThereseDAutriche	Q152549	naissance	Q2807
MarieThereseDAutriche	Q152549	décès	Q621
MarieDAutriche	Q157077	naissance	Q9005
MarieDAutriche	Q157077	décès	Q1769167
DonJuanDAutriche	Q157107	naissance	Q2978
DonJuanDAutriche	Q157107	décès	Q134121
InnocentVIII	Q161351	naissance	Q1449
InnocentVIII	Q161351	décès	Q220
CornelisCort	Q167220	naissance	Q9938
CornelisCort	Q167220	décès	Q220
Cresus	Q184462	décès	Q232615
MatthiasCorvin	Q188634	naissance	Q100188
MatthiasCorvin	Q188634	décès	Q1741
TigraneLeGrand	Q201303	naissance	Q706215
TigraneLeGrand	Q201303	décès	Q208404
CatherineMichelleDAutriche	Q233187	naissance	Q2807
CatherineMichelleDAutriche	Q233187	décès	Q495
GabrielleDEstrees	Q234911	naissance	Q741450
GabrielleDEstrees	Q234911	décès	Q90
GabrielleDEstrees	Q234911	naissance	Q23013210
GabrielleDEstrees	Q234911	décès	Q90
CatherineDAutriche	Q237737	naissance	Q1735
CatherineDAutriche	Q237737	décès	Q41329
PieroDiCosimo	Q280851	naissance	Q2044
PieroDiCosimo	Q280851	décès	Q2044
AlbertDAutriche	Q311452	naissance	Q131612
AlbertDAutriche	Q311452	décès	Q239
Theodoret	Q317029	naissance	Q200441
Theodoret	Q317029	décès	Q536924
ErnestDAutriche	Q327156	naissance	Q1741
ErnestDAutriche	Q327156	décès	Q9005
PierreDeCortone	Q333323	naissance	Q52080
PierreDeCortone	Q333323	décès	Q220
MilonDeCrotone	Q338948	naissance	Q6681
MilonDeCrotone	Q338948	décès	Q868332
LorenzoCosta	Q357807	naissance	Q13362
LorenzoCosta	Q357807	décès	Q6247
CornelisVanHaarlem	Q442484	naissance	Q9920
CornelisVanHaarlem	Q442484	décès	Q9920
LuciusPapiriusCursor	Q465309	naissance	Q1747689
LuciusPapiriusCursor	Q465309	décès	0c5d1c5c3be8f3bb194a2293d8ef0351
SaintFidele	Q603655	décès	Q47416
PhilippeIV	Q691402	naissance	Q2534168
PhilippeIV	Q691402	décès	Q120227728
GeorgesDAmboise	Q729743	naissance	Q635143
GeorgesDAmboise	Q729743	décès	Q456
BeatriceDEste	Q813280	naissance	Q13362
BeatriceDEste	Q813280	décès	Q490
MichelICoxie	Q937645	naissance	Q21765751
MichelICoxie	Q937645	décès	Q100020
HerculeIIEste	Q1348702	naissance	Q13362
HerculeIIEste	Q1348702	décès	Q13362
JeanCousin	Q2610648	naissance	Q212420
JeanCousin	Q2610648	décès	Q90
MichelCorneille	Q2613210	naissance	Q6548
MichelCorneille	Q2613210	décès	Q90
BattistaDelMoro	Q2891762	naissance	Q2028
BattistaDelMoro	Q2891762	décès	Q641
CharlesDAlbertDAilly	Q2960494	naissance	d752e260edbc91235f093566a32ba5a4
CharlesDAlbertDAilly	Q2960494	décès	Q90
SimoneDeiCrocifissi	Q3484633	naissance	Q1891
SimoneDeiCrocifissi	Q3484633	décès	Q1891
CarloLuigiDAragonaTagliava	Q3659979	naissance	Q2656
CarloLuigiDAragonaTagliava	Q3659979	décès	Q2807
SilvioCosini	Q3960853	naissance	Q82670
SilvioCosini	Q3960853	décès	Q490
DemetriosAlopece	Q5255305	naissance	Q2839314
DemetriosAlopece	Q5255305	décès	Q1524
LucasCornelisz	Q6696121	naissance	Q43631
LucasCornelisz	Q6696121	décès	Q43631
PierreCoustau	Q16590303	naissance	Q90
JeanICotelle	Q51463250	naissance	Q207620
JeanICotelle	Q51463250	décès	Q90
ReneDescartes	Q9191	naissance	Q320299
ReneDescartes	Q9191	décès	Q1754
Nostradamus	Q39978	naissance	Q221507
Nostradamus	Q39978	décès	Q232567
David	Q41370	naissance	Q5776
David	Q41370	décès	Q1218
Ambroise	Q43689	naissance	Q666165
Ambroise	Q43689	décès	Q729978
AnselmedeCantorbery	Q43939	naissance	Q3367
AnselmedeCantorbery	Q43939	décès	Q29303
FredericArmandDeSchomberg	Q61718	naissance	Q2966
FredericArmandDeSchomberg	Q61718	décès	Q896037
JulesII	Q80516	naissance	Q270492
JulesII	Q80516	décès	Q220
DariusIII	Q102865	naissance	Q3746183
DariusIII	Q102865	décès	Q132646
Dagobert	Q109860	naissance	5dad9b747f11a677ee263ee6fa61c8f6
Dagobert	Q109860	décès	Q160506
InnocentIII	Q128076	naissance	Q242668
InnocentIII	Q128076	décès	Q3437
GirardDesargues	Q152817	naissance	Q456
GirardDesargues	Q152817	décès	Q456
CharlesIIFrancois	Q156400	naissance	Q1741
CharlesIIFrancois	Q156400	décès	Q13298
SixteIV	Q163514	naissance	Q270613
SixteIV	Q163514	décès	Q220
ChristineDeLorraine	Q257579	naissance	Q2081177
ChristineDeLorraine	Q257579	décès	Q2044
PhilippeDeFrance	Q296555	naissance	Q185075
PhilippeDeFrance	Q296555	décès	Q189153
DemetriosDePhalere	Q313286	naissance	Q534927
DemetriosDePhalere	Q313286	décès	Q79
ClaudeDeruet	Q355563	naissance	Q40898
ClaudeDeruet	Q355563	décès	Q40898
JuanDeHerreraDeMaliano	Q363914	naissance	Q2469633
JuanDeHerreraDeMaliano	Q363914	décès	Q2807
Iaia	Q537177	naissance	Q615449
Iaia	Q537177	décès	Q1747689
FrancoisMarieDellaRovere	Q555015	naissance	Q124925
FrancoisMarieDellaRovere	Q555015	décès	Q13134
MarcoDente	Q712750	naissance	Q13364
MarcoDente	Q712750	décès	Q220
PellegrinoDaSanDaniele	Q732082	naissance	Q2790
PellegrinoDaSanDaniele	Q732082	décès	Q2790
WillemJacobszDelff	Q807808	naissance	Q690
WillemJacobszDelff	Q807808	décès	Q690
StefanoDellaBella	Q921242	naissance	Q2044
StefanoDellaBella	Q921242	décès	Q2044
IgnazioDanti	Q948226	naissance	Q3437
IgnazioDanti	Q948226	décès	Q18400
MicheleDellaTorre	Q981277	naissance	Q2790
MicheleDellaTorre	Q981277	décès	Q47578
MarcoDOggiono	Q982274	naissance	Q42565
MarcoDOggiono	Q982274	décès	Q490
CornelisVanHeem	Q1133621	naissance	Q43631
CornelisVanHeem	Q1133621	décès	Q12892
FrancescoDelGiocondo	Q1395822	naissance	Q2044
FrancescoDelGiocondo	Q1395822	décès	Q2044
GuidobaldoIIDellaRovere	Q1397788	naissance	Q2759
GuidobaldoIIDellaRovere	Q1397788	décès	Q2759
LippoDalmasio	Q2009694	naissance	Q1891
LippoDalmasio	Q2009694	décès	Q1891
PierreDaret	Q2093368	décès	Q188878
EtienneDelaune	Q2114093	naissance	Q90
EtienneDelaune	Q2114093	décès	Q90
EtienneDelaune	Q2114093	naissance	Q490
EtienneDelaune	Q2114093	décès	Q90
MichelinoDaBesozzo	Q2517498	naissance	Q39922
CharlesIIBourbon	Q2959407	naissance	Q142
CharlesIIBourbon	Q2959407	décès	Q90
GaspardDeDaillonDuLude	Q3098816	naissance	Q90
JeanDaret	Q3171555	naissance	Q239
JeanDaret	Q3171555	décès	Q47465
CarloDati	Q3659787	naissance	Q2044
CarloDati	Q3659787	décès	Q2044
ScipioneDelfinone	Q3952399	naissance	Q490
ScipioneDelfinone	Q3952399	décès	Q490
DorotheeDeLorraine	Q20036771	naissance	Q929010
DorotheeDeLorraine	Q20036771	décès	Q40898
AndreaDazzi	Q55226892	naissance	Q2044
Claude	Q1411	naissance	Q665
Claude	Q1411	décès	Q220
Domitien	Q1423	naissance	Q220
Domitien	Q1423	décès	Q220
Bramante	Q7793	naissance	Q190623
Bramante	Q7793	décès	Q220
Donatello	Q37562	naissance	Q2044
Donatello	Q37562	décès	Q2044
Diocletien	Q43107	naissance	Q252273
Diocletien	Q43107	décès	Q1663
VanDyck	Q150679	naissance	Q12892
VanDyck	Q150679	décès	Q880829
AndreaDoria	Q156521	naissance	Q2119652
AndreaDoria	Q156521	décès	Q1449
DiodoreDeSicile	Q171241	naissance	Q3606949
EtienneDuperac	Q289626	naissance	Q90
EtienneDuperac	Q289626	décès	Q90
EtienneDuperac	Q289626	naissance	Q1479
EtienneDuperac	Q289626	décès	Q90
DidierDeLombardie	Q297520	naissance	Q6221
DidierDeLombardie	Q297520	décès	Q3992
DidierDeLombardie	Q297520	naissance	Q6221
DidierDeLombardie	Q297520	décès	Q71469
Dioscoride	Q297776	naissance	Q219525
ArnolfoDiLapo	Q315249	naissance	Q91192
ArnolfoDiLapo	Q315249	décès	Q2044
Dominiquin	Q320118	naissance	Q1891
Dominiquin	Q320118	décès	Q2634
AbrahamJanszVanDiepenbeeck	Q330854	naissance	Q2766547
AbrahamJanszVanDiepenbeeck	Q330854	décès	Q12892
GerritDou	Q335927	naissance	Q43631
GerritDou	Q335927	décès	Q43631
DossoDossi	Q356777	naissance	Q100065
DossoDossi	Q356777	décès	Q13362
ToussaintDubreuil	Q386127	naissance	Q90
ToussaintDubreuil	Q386127	décès	Q90
Dinocrate	Q471762	naissance	Q43048
Mastelletta	Q547109	naissance	Q1891
Mastelletta	Q547109	décès	Q1891
ReneDuguay	Q552766	naissance	Q163108
ReneDuguay	Q552766	décès	Q90
AntonFrancescoDoni	Q601844	naissance	Q2044
AntonFrancescoDoni	Q601844	décès	Q641
AntonFrancescoDoni	Q601844	naissance	Q2044
AntonFrancescoDoni	Q601844	décès	Q34602
MarcusLiviusDrusus	Q703346	naissance	Q1747689
MarcusLiviusDrusus	Q703346	décès	Q220
KarelDujardin	Q719666	naissance	Q727
KarelDujardin	Q719666	décès	Q641
GaspardDughet	Q741375	naissance	Q220
GaspardDughet	Q741375	décès	Q220
BernardoDoviziDaBibbiena	Q823002	naissance	Q52066
BernardoDoviziDaBibbiena	Q823002	décès	Q220
Didon	Q905162	naissance	Q82070
Didon	Q905162	décès	Q6343
FrancoisDuQuesnoy	Q960381	naissance	Q239
FrancoisDuQuesnoy	Q960381	décès	Q6761
FrancoisDuQuesnoy	Q960381	naissance	Q111901161
FrancoisDuQuesnoy	Q960381	décès	Q6761
LudovicoDolce	Q1867806	naissance	Q641
LudovicoDolce	Q1867806	décès	Q641
AmbroiseDubois	Q2415583	naissance	Q12892
AmbroiseDubois	Q2415583	décès	Q182872
BattistaDossi	Q2706669	naissance	Q42354
BattistaDossi	Q2706669	décès	Q13362
CharlesDorigny	Q2958932	naissance	Q82185
JacquesDubroeucq	Q3087528	naissance	Q83407
JacquesDubroeucq	Q3087528	décès	Q83407
MichelDorigny	Q3309511	naissance	Q182744
MichelDorigny	Q3309511	décès	Q90
BenedettoDiada	Q3638104	naissance	Q641
BenedettoDiada	Q3638104	décès	Q641
GuillaumeDumee	Q16640510	naissance	Q182872
GuillaumeDumee	Q16640510	décès	Q90
HeleneDuglioli	Q18288245	naissance	Q1891
HeleneDuglioli	Q18288245	décès	Q1891
IppolitoDonesmondi	Q22054594	naissance	Q6247
NicolasDuchesne	Q97696303	décès	Q90
AntoineDurand	Q105112330	naissance	Q7880
AntoineDurand	Q105112330	décès	Q7880
AnneMarieDughet	Q108679856	naissance	Q220
AnneMarieDughet	Q108679856	décès	Q220
AlbrechtDurer	Q5580	naissance	Q2090
AlbrechtDurer	Q5580	décès	Q2090
Euclide	Q8747	naissance	4b59ee24e4980c8cbdbcd7e65c458d29
Euclide	Q8747	décès	3fd9fff90c7b303e5b800d571c58399c
Eschyle	Q40939	naissance	Q204905
Eschyle	Q40939	décès	Q39971
Democrite	Q41980	naissance	Q169460
Democrite	Q41980	décès	Q41
Democrite	Q41980	naissance	Q132527193
Democrite	Q41980	décès	Q41
Epicure	Q43216	naissance	Q13580795
Epicure	Q43216	décès	Q1524
Esope	Q43423	naissance	Q1317936
Esope	Q43423	décès	Q75459
