xml_id,birth_place,region1,region2,region,country,country_qid,region_qid
AlessandroVittoria,Trente,province autonome de Trente,Trentin-Haut-Adige,Trentin-Haut-Adige,Italie,Q38,Q1237
AlviseVivarini,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
AntonioVivarini,Murano,Venise,ville métropolitaine de Venise,Vénétie,Italie,Q38,Q1243
BartolomeoVivarini,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
PieterVlerick,Courtrai,arrondissement administratif de Courtrai,Flandre-Occidentale,Belgique,Belgique,Q31,Q31
LucasVorsterman,Zaltbommel,Zaltbommel,Gueldre,Pays-Bas,Pays-Bas,Q55,Q55
MaertenDeVos,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
SimonVouet,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
AubinVouet,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
HansVredemanDeVries,Leuvarde,Leeuwarden,Frise,Pays-Bas,Pays-Bas,Q55,Q55
RemyVuibert,Rethel,Ardennes,Grand Est,France,France,Q142,Q142
JoosVanWassenhove,Gand,arrondissement administratif de Gand,Flandre-Orientale,Belgique,Belgique,Q31,Q31
RogierVanDerWeyden,Tournai,arrondissement administratif de Tournai-Mouscron,Hainaut,Belgique,Belgique,Q31,Q31
MichaelWolgemut,Nuremberg,Moyenne-Franconie,Bavière,Allemagne,Allemagne,Q183,Q183
BernardoZenale,Treviglio,Bergame,Lombardie,Lombardie,Italie,Q38,Q1210
AltichieroDaZevio,Zevio,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243
MarcoZoppo,Cento,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
FedericoZuccaro,Sant'Angelo in Vado,Pesaro et Urbino,Marches,Marches,Italie,Q38,Q1279
TaddeoZuccaro,Sant'Angelo in Vado,Pesaro et Urbino,Marches,Marches,Italie,Q38,Q1279
GaetanoZumbo,Syracuse,Libre consortium municipal de Syracuse,Sicile,Sicile,Italie,Q38,Q1460
FrancescoBassanoIlVecchio,Vicence,Vicence,Vénétie,Vénétie,Italie,Q38,Q1243
Sodoma,Verceil,Verceil,Piémont,Piémont,Italie,Q38,Q1216
BartolomeoBellano,Vellano da Padova,Padoue,Province de Padoue,Vénétie,Italie,Q38,Q1243
GentileBellini,Venise,Vénétie,Vénétie,Vénétie,Italie,Q38,Q1243
